vg	gm	idbyw	gmbyid	gmbygds	ft	cgg	gds	Voverdrive	vd
1.910000e+00	1.258383e-05	5.577373e-06	1.128114e+00	2.663059e-01	4.189786e+08	3.003453e-14	4.725328e-05	8.976646e-01	2.000000e-01
1.920000e+00	1.253365e-05	5.640166e-06	1.111107e+00	2.617349e-01	4.170170e+08	3.005549e-14	4.788683e-05	9.076646e-01	2.000000e-01
1.930000e+00	1.248321e-05	5.702707e-06	1.094499e+00	2.572899e-01	4.150560e+08	3.007598e-14	4.851809e-05	9.176645e-01	2.000000e-01
1.940000e+00	1.243252e-05	5.764996e-06	1.078277e+00	2.529658e-01	4.130955e+08	3.009600e-14	4.914704e-05	9.276645e-01	2.000000e-01
1.950000e+00	1.238158e-05	5.827030e-06	1.062426e+00	2.487576e-01	4.111354e+08	3.011557e-14	4.977368e-05	9.376645e-01	2.000000e-01
1.960000e+00	1.233040e-05	5.888809e-06	1.046935e+00	2.446606e-01	4.091757e+08	3.013473e-14	5.039798e-05	9.476645e-01	2.000000e-01
1.970000e+00	1.227899e-05	5.950331e-06	1.031790e+00	2.406704e-01	4.072164e+08	3.015347e-14	5.101993e-05	9.576645e-01	2.000000e-01
1.980000e+00	1.222735e-05	6.011596e-06	1.016981e+00	2.367829e-01	4.052574e+08	3.017182e-14	5.163952e-05	9.676645e-01	2.000000e-01
1.990000e+00	1.217550e-05	6.072602e-06	1.002495e+00	2.329940e-01	4.032986e+08	3.018979e-14	5.225672e-05	9.776645e-01	2.000000e-01
2.000000e+00	1.212344e-05	6.133349e-06	9.883217e-01	2.293000e-01	4.013402e+08	3.020740e-14	5.287153e-05	9.876645e-01	2.000000e-01
0.000000e+00	1.145137e-17	1.858814e-19	3.080290e+01	6.530877e+02	9.549227e-04	1.199194e-14	1.753420e-20	-1.012335e+00	3.000000e-01
1.000000e-02	1.558232e-17	2.529363e-19	3.080285e+01	6.530867e+02	1.319497e-03	1.180929e-14	2.385949e-20	-1.002335e+00	3.000000e-01
2.000000e-02	2.120343e-17	3.441803e-19	3.080279e+01	6.530854e+02	1.822496e-03	1.163428e-14	3.246655e-20	-9.923350e-01	3.000000e-01
3.000000e-02	2.885226e-17	4.683394e-19	3.080272e+01	6.530839e+02	2.516227e-03	1.146648e-14	4.417849e-20	-9.823350e-01	3.000000e-01
4.000000e-02	3.926025e-17	6.372870e-19	3.080264e+01	6.530822e+02	3.472685e-03	1.130545e-14	6.011533e-20	-9.723350e-01	3.000000e-01
5.000000e-02	5.342269e-17	8.671796e-19	3.080255e+01	6.530802e+02	4.790927e-03	1.115080e-14	8.180111e-20	-9.623350e-01	3.000000e-01
6.000000e-02	7.269386e-17	1.180002e-18	3.080244e+01	6.530779e+02	6.607214e-03	1.100220e-14	1.113096e-19	-9.523350e-01	3.000000e-01
7.000000e-02	9.891655e-17	1.605668e-18	3.080231e+01	6.530752e+02	9.108937e-03	1.085929e-14	1.514627e-19	-9.423350e-01	3.000000e-01
8.000000e-02	1.345982e-16	2.184882e-18	3.080216e+01	6.530721e+02	1.255374e-02	1.072177e-14	2.061001e-19	-9.323350e-01	3.000000e-01
9.000000e-02	1.831507e-16	2.973033e-18	3.080199e+01	6.530684e+02	1.729574e-02	1.058935e-14	2.804464e-19	-9.223350e-01	3.000000e-01
1.000000e-01	2.492164e-16	4.045486e-18	3.080179e+01	6.530641e+02	2.382161e-02	1.046178e-14	3.816109e-19	-9.123350e-01	3.000000e-01
1.100000e-01	3.391121e-16	5.504789e-18	3.080155e+01	6.530591e+02	3.279995e-02	1.033880e-14	5.192671e-19	-9.023350e-01	3.000000e-01
1.200000e-01	4.614325e-16	7.490478e-18	3.080128e+01	6.530532e+02	4.514912e-02	1.022019e-14	7.065772e-19	-8.923350e-01	3.000000e-01
1.300000e-01	6.278722e-16	1.019241e-17	3.080095e+01	6.530464e+02	6.213027e-02	1.010574e-14	9.614511e-19	-8.823350e-01	3.000000e-01
1.400000e-01	8.543425e-16	1.386894e-17	3.080058e+01	6.530385e+02	8.547484e-02	9.995252e-15	1.308258e-18	-8.723350e-01	3.000000e-01
1.500000e-01	1.162492e-15	1.887154e-17	3.080014e+01	6.530292e+02	1.175594e-01	9.888550e-15	1.780154e-18	-8.623350e-01	3.000000e-01
1.600000e-01	1.581777e-15	2.567850e-17	3.079963e+01	6.530184e+02	1.616455e-01	9.785467e-15	2.422255e-18	-8.523350e-01	3.000000e-01
1.700000e-01	2.152269e-15	3.494053e-17	3.079904e+01	6.530058e+02	2.222076e-01	9.685850e-15	3.295942e-18	-8.423350e-01	3.000000e-01
1.800000e-01	2.928491e-15	4.754300e-17	3.079834e+01	6.529911e+02	3.053834e-01	9.589556e-15	4.484734e-18	-8.323350e-01	3.000000e-01
1.900000e-01	3.984614e-15	6.469048e-17	3.079753e+01	6.529739e+02	4.195896e-01	9.496457e-15	6.102256e-18	-8.223350e-01	3.000000e-01
2.000000e-01	5.421543e-15	8.802182e-17	3.079659e+01	6.529539e+02	5.763655e-01	9.406432e-15	8.303103e-18	-8.123350e-01	3.000000e-01
2.100000e-01	7.376544e-15	1.197666e-16	3.079549e+01	6.529305e+02	7.915279e-01	9.319374e-15	1.129759e-17	-8.023350e-01	3.000000e-01
2.200000e-01	1.003634e-14	1.629582e-16	3.079420e+01	6.529033e+02	1.086750e+00	9.235182e-15	1.537186e-17	-7.923350e-01	3.000000e-01
2.300000e-01	1.365490e-14	2.217229e-16	3.079270e+01	6.528715e+02	1.491725e+00	9.153766e-15	2.091514e-17	-7.823350e-01	3.000000e-01
2.400000e-01	1.857767e-14	3.016740e-16	3.079096e+01	6.528345e+02	2.047115e+00	9.075045e-15	2.845693e-17	-7.723350e-01	3.000000e-01
2.500000e-01	2.527444e-14	4.104470e-16	3.078892e+01	6.527913e+02	2.808599e+00	8.998948e-15	3.871749e-17	-7.623350e-01	3.000000e-01
2.600000e-01	3.438409e-14	5.584273e-16	3.078654e+01	6.527409e+02	3.852382e+00	8.925410e-15	5.267648e-17	-7.523350e-01	3.000000e-01
2.700000e-01	4.677533e-14	7.597400e-16	3.078377e+01	6.526821e+02	5.282736e+00	8.854376e-15	7.166632e-17	-7.423350e-01	3.000000e-01
2.800000e-01	6.362923e-14	1.033595e-15	3.078054e+01	6.526136e+02	7.242283e+00	8.785797e-15	9.749908e-17	-7.323350e-01	3.000000e-01
2.900000e-01	8.655132e-14	1.406114e-15	3.077677e+01	6.525338e+02	9.926024e+00	8.719636e-15	1.326388e-16	-7.223350e-01	3.000000e-01
3.000000e-01	1.177238e-13	1.912816e-15	3.077238e+01	6.524406e+02	1.360047e+01	8.655861e-15	1.804360e-16	-7.123350e-01	3.000000e-01
3.100000e-01	1.601120e-13	2.601987e-15	3.076726e+01	6.523321e+02	1.862970e+01	8.594448e-15	2.454456e-16	-7.023350e-01	3.000000e-01
3.200000e-01	2.177447e-13	3.539264e-15	3.076129e+01	6.522055e+02	2.551083e+01	8.535382e-15	3.338590e-16	-6.923350e-01	3.000000e-01
3.300000e-01	2.960937e-13	4.813853e-15	3.075434e+01	6.520580e+02	3.492225e+01	8.478656e-15	4.540911e-16	-6.823350e-01	3.000000e-01
3.400000e-01	4.025890e-13	6.546966e-15	3.074623e+01	6.518861e+02	4.778918e+01	8.424271e-15	6.175757e-16	-6.723350e-01	3.000000e-01
3.500000e-01	5.473154e-13	8.903264e-15	3.073678e+01	6.516859e+02	6.537266e+01	8.372237e-15	8.398454e-16	-6.623350e-01	3.000000e-01
3.600000e-01	7.439556e-13	1.210638e-14	3.072578e+01	6.514526e+02	8.939012e+01	8.322571e-15	1.141995e-15	-6.523350e-01	3.000000e-01
3.700000e-01	1.011065e-12	1.645991e-14	3.071296e+01	6.511808e+02	1.221787e+02	8.275300e-15	1.552664e-15	-6.423350e-01	3.000000e-01
3.800000e-01	1.373793e-12	2.237590e-14	3.069804e+01	6.508645e+02	1.669156e+02	8.230460e-15	2.110720e-15	-6.323350e-01	3.000000e-01
3.900000e-01	1.866201e-12	3.041331e-14	3.068067e+01	6.504962e+02	2.279164e+02	8.188095e-15	2.868889e-15	-6.223350e-01	3.000000e-01
4.000000e-01	2.534393e-12	4.132999e-14	3.066046e+01	6.500676e+02	3.110349e+02	8.148258e-15	3.898661e-15	-6.123350e-01	3.000000e-01
4.100000e-01	3.440708e-12	5.615291e-14	3.063695e+01	6.495692e+02	4.242019e+02	8.111014e-15	5.296907e-15	-6.023350e-01	3.000000e-01
4.200000e-01	4.669355e-12	7.627267e-14	3.060962e+01	6.489897e+02	5.781454e+02	8.076437e-15	7.194806e-15	-5.923350e-01	3.000000e-01
4.300000e-01	6.333952e-12	1.035709e-13	3.057786e+01	6.483164e+02	7.873535e+02	8.044610e-15	9.769846e-15	-5.823350e-01	3.000000e-01
4.400000e-01	8.587577e-12	1.405910e-13	3.054099e+01	6.475346e+02	1.071354e+03	8.015627e-15	1.326196e-14	-5.723350e-01	3.000000e-01
4.500000e-01	1.163614e-11	1.907677e-13	3.049820e+01	6.466274e+02	1.456412e+03	7.989596e-15	1.799512e-14	-5.623350e-01	3.000000e-01
4.600000e-01	1.575611e-11	2.587329e-13	3.044860e+01	6.455758e+02	1.977763e+03	7.966632e-15	2.440629e-14	-5.523350e-01	3.000000e-01
4.700000e-01	2.131787e-11	3.507249e-13	3.039116e+01	6.443578e+02	2.682551e+03	7.946866e-15	3.308390e-14	-5.423350e-01	3.000000e-01
4.800000e-01	2.881639e-11	4.751305e-13	3.032471e+01	6.429489e+02	3.633644e+03	7.930437e-15	4.481909e-14	-5.323350e-01	3.000000e-01
4.900000e-01	3.891120e-11	6.432040e-13	3.024794e+01	6.413213e+02	4.914581e+03	7.917501e-15	6.067348e-14	-5.223350e-01	3.000000e-01
5.000000e-01	5.247820e-11	8.700139e-13	3.015940e+01	6.394440e+02	6.635902e+03	7.908225e-15	8.206848e-14	-5.123350e-01	3.000000e-01
5.100000e-01	7.067616e-11	1.175684e-12	3.005746e+01	6.372827e+02	8.943194e+03	7.902787e-15	1.109024e-13	-5.023350e-01	3.000000e-01
5.200000e-01	9.503132e-11	1.587011e-12	2.994034e+01	6.347993e+02	1.202718e+04	7.901383e-15	1.497029e-13	-4.923350e-01	3.000000e-01
5.300000e-01	1.275438e-10	2.139559e-12	2.980610e+01	6.319529e+02	1.613617e+04	7.904221e-15	2.018249e-13	-4.823350e-01	3.000000e-01
5.400000e-01	1.708197e-10	2.880346e-12	2.965264e+01	6.286992e+02	2.159126e+04	7.911521e-15	2.717034e-13	-4.723350e-01	3.000000e-01
5.500000e-01	2.282326e-10	3.871265e-12	2.947778e+01	6.249916e+02	2.880443e+04	7.923522e-15	3.651770e-13	-4.623350e-01	3.000000e-01
5.600000e-01	3.041170e-10	5.193392e-12	2.927922e+01	6.207816e+02	3.829961e+04	7.940473e-15	4.898936e-13	-4.523350e-01	3.000000e-01
5.700000e-01	4.039965e-10	6.952346e-12	2.905469e+01	6.160207e+02	5.073651e+04	7.962639e-15	6.558164e-13	-4.423350e-01	3.000000e-01
5.800000e-01	5.348443e-10	9.284874e-12	2.880192e+01	6.106610e+02	6.693673e+04	7.990296e-15	8.758449e-13	-4.323350e-01	3.000000e-01
5.900000e-01	7.053741e-10	1.236681e-11	2.851883e+01	6.046585e+02	8.791089e+04	8.023739e-15	1.166566e-12	-4.223350e-01	3.000000e-01
6.000000e-01	9.263518e-10	1.642256e-11	2.820363e+01	5.979750e+02	1.148853e+05	8.063272e-15	1.549148e-12	-4.123350e-01	3.000000e-01
6.100000e-01	1.210918e-09	2.173616e-11	2.785492e+01	5.905808e+02	1.493262e+05	8.109212e-15	2.050385e-12	-4.023350e-01	3.000000e-01
6.200000e-01	1.574906e-09	2.866395e-11	2.747189e+01	5.824587e+02	1.929585e+05	8.161886e-15	2.703892e-12	-3.923350e-01	3.000000e-01
6.300000e-01	2.037133e-09	3.764877e-11	2.705445e+01	5.736067e+02	2.477773e+05	8.221631e-15	3.551446e-12	-3.823350e-01	3.000000e-01
6.400000e-01	2.619667e-09	4.923560e-11	2.660339e+01	5.640416e+02	3.160495e+05	8.288788e-15	4.644458e-12	-3.723350e-01	3.000000e-01
6.500000e-01	3.348039e-09	6.408831e-11	2.612052e+01	5.538015e+02	4.003056e+05	8.363707e-15	6.045558e-12	-3.623350e-01	3.000000e-01
6.600000e-01	4.251431e-09	8.300748e-11	2.560872e+01	5.429478e+02	5.033223e+05	8.446737e-15	7.830276e-12	-3.523350e-01	3.000000e-01
6.700000e-01	5.362861e-09	1.069491e-10	2.507202e+01	5.315652e+02	6.281002e+05	8.538226e-15	1.008881e-11	-3.423350e-01	3.000000e-01
6.800000e-01	6.719417e-09	1.370444e-10	2.451548e+01	5.197611e+02	7.778436e+05	8.638520e-15	1.292789e-11	-3.323350e-01	3.000000e-01
6.900000e-01	8.362618e-09	1.746208e-10	2.394509e+01	5.076625e+02	9.559516e+05	8.747951e-15	1.647279e-11	-3.223350e-01	3.000000e-01
7.000000e-01	1.033900e-08	2.212255e-10	2.336756e+01	4.954114e+02	1.166030e+06	8.866842e-15	2.086953e-11	-3.123350e-01	3.000000e-01
7.100000e-01	1.270105e-08	2.786532e-10	2.279007e+01	4.831593e+02	1.411934e+06	8.995495e-15	2.628749e-11	-3.023350e-01	3.000000e-01
7.200000e-01	1.550849e-08	3.489779e-10	2.221988e+01	4.710604e+02	1.697851e+06	9.134189e-15	3.292252e-11	-2.923350e-01	3.000000e-01
7.300000e-01	1.883019e-08	4.345945e-10	2.166409e+01	4.592644e+02	2.028423e+06	9.283170e-15	4.100077e-11	-2.823350e-01	3.000000e-01
7.400000e-01	2.274654e-08	5.382701e-10	2.112930e+01	4.479104e+02	2.408914e+06	9.442650e-15	5.078367e-11	-2.723350e-01	3.000000e-01
7.500000e-01	2.735247e-08	6.632082e-10	2.062133e+01	4.371215e+02	2.845422e+06	9.612797e-15	6.257406e-11	-2.623350e-01	3.000000e-01
7.600000e-01	3.276121e-08	8.131315e-10	2.014509e+01	4.270005e+02	3.345120e+06	9.793730e-15	7.672404e-11	-2.523350e-01	3.000000e-01
7.700000e-01	3.910870e-08	9.923833e-10	1.970443e+01	4.176280e+02	3.916545e+06	9.985511e-15	9.364484e-11	-2.423350e-01	3.000000e-01
7.800000e-01	4.655891e-08	1.206054e-09	1.930216e+01	4.090611e+02	4.569912e+06	1.018814e-14	1.138189e-10	-2.323350e-01	3.000000e-01
7.900000e-01	5.531005e-08	1.460138e-09	1.894001e+01	4.013347e+02	5.317482e+06	1.040155e-14	1.378153e-10	-2.223350e-01	3.000000e-01
8.000000e-01	6.560212e-08	1.761720e-09	1.861877e+01	3.944625e+02	6.173969e+06	1.062560e-14	1.663076e-10	-2.123350e-01	3.000000e-01
8.100000e-01	7.772571e-08	2.119209e-09	1.833838e+01	3.884392e+02	7.157021e+06	1.086006e-14	2.000975e-10	-2.023350e-01	3.000000e-01
8.200000e-01	9.203273e-08	2.542612e-09	1.809806e+01	3.832430e+02	8.287765e+06	1.110465e-14	2.401420e-10	-1.923350e-01	3.000000e-01
8.300000e-01	1.089490e-07	3.043880e-09	1.789640e+01	3.788372e+02	9.591450e+06	1.135897e-14	2.875879e-10	-1.823350e-01	3.000000e-01
8.400000e-01	1.289893e-07	3.637303e-09	1.773145e+01	3.751720e+02	1.109819e+07	1.162256e-14	3.438139e-10	-1.723350e-01	3.000000e-01
8.500000e-01	1.527752e-07	4.340009e-09	1.760079e+01	3.721848e+02	1.284379e+07	1.189486e-14	4.104820e-10	-1.623350e-01	3.000000e-01
8.600000e-01	1.810548e-07	5.172536e-09	1.750155e+01	3.698009e+02	1.487071e+07	1.217526e-14	4.896007e-10	-1.523350e-01	3.000000e-01
8.700000e-01	2.147262e-07	6.159533e-09	1.743040e+01	3.679318e+02	1.722905e+07	1.246303e-14	5.836033e-10	-1.423350e-01	3.000000e-01
8.800000e-01	2.548622e-07	7.330561e-09	1.738354e+01	3.664751e+02	1.997756e+07	1.275742e-14	6.954420e-10	-1.323350e-01	3.000000e-01
8.900000e-01	3.027358e-07	8.721038e-09	1.735664e+01	3.653119e+02	2.318468e+07	1.305758e-14	8.287048e-10	-1.223350e-01	3.000000e-01
9.000000e-01	3.598457e-07	1.037330e-08	1.734481e+01	3.643065e+02	2.692929e+07	1.336262e-14	9.877554e-10	-1.123350e-01	3.000000e-01
9.100000e-01	4.279381e-07	1.233778e-08	1.734258e+01	3.633049e+02	3.130122e+07	1.367161e-14	1.177903e-09	-1.023350e-01	3.000000e-01
9.200000e-01	5.090206e-07	1.467432e-08	1.734393e+01	3.621360e+02	3.640125e+07	1.398360e-14	1.405606e-09	-9.233501e-02	3.000000e-01
9.300000e-01	6.053661e-07	1.745341e-08	1.734234e+01	3.606137e+02	4.234036e+07	1.429761e-14	1.678711e-09	-8.233501e-02	3.000000e-01
9.400000e-01	7.194982e-07	2.075761e-08	1.733095e+01	3.585419e+02	4.923800e+07	1.461266e-14	2.006734e-09	-7.233502e-02	3.000000e-01
9.500000e-01	8.541556e-07	2.468260e-08	1.730279e+01	3.557211e+02	5.721921e+07	1.492778e-14	2.401195e-09	-6.233502e-02	3.000000e-01
9.600000e-01	1.012229e-06	2.933819e-08	1.725105e+01	3.519586e+02	6.641048e+07	1.524201e-14	2.875989e-09	-5.233502e-02	3.000000e-01
9.700000e-01	1.196670e-06	3.484883e-08	1.716944e+01	3.470796e+02	7.693429e+07	1.555444e-14	3.447825e-09	-4.233502e-02	3.000000e-01
9.800000e-01	1.410369e-06	4.135366e-08	1.705253e+01	3.409392e+02	8.890258e+07	1.586420e-14	4.136716e-09	-3.233502e-02	3.000000e-01
9.900000e-01	1.656012e-06	4.900578e-08	1.689609e+01	3.334338e+02	1.024096e+08	1.617048e-14	4.966541e-09	-2.233502e-02	3.000000e-01
1.000000e+00	1.935928e-06	5.797092e-08	1.669740e+01	3.245110e+02	1.175248e+08	1.647251e-14	5.965678e-09	-1.233502e-02	3.000000e-01
1.010000e+00	2.251924e-06	6.842522e-08	1.645537e+01	3.141750e+02	1.342859e+08	1.676962e-14	7.167738e-09	-2.335019e-03	3.000000e-01
1.020000e+00	2.605156e-06	8.055226e-08	1.617060e+01	3.024886e+02	1.526947e+08	1.706121e-14	8.612412e-09	7.664980e-03	3.000000e-01
1.030000e+00	2.996019e-06	9.453953e-08	1.584532e+01	2.895691e+02	1.727135e+08	1.734675e-14	1.034647e-08	1.766498e-02	3.000000e-01
1.040000e+00	3.424091e-06	1.105745e-07	1.548319e+01	2.755811e+02	1.942657e+08	1.762581e-14	1.242498e-08	2.766498e-02	3.000000e-01
1.050000e+00	3.888134e-06	1.288404e-07	1.508896e+01	2.607254e+02	2.172381e+08	1.789803e-14	1.491276e-08	3.766498e-02	3.000000e-01
1.060000e+00	4.386149e-06	1.495125e-07	1.466817e+01	2.452257e+02	2.414862e+08	1.816315e-14	1.788617e-08	4.766497e-02	3.000000e-01
1.070000e+00	4.915474e-06	1.727541e-07	1.422679e+01	2.293153e+02	2.668411e+08	1.842098e-14	2.143544e-08	5.766497e-02	3.000000e-01
1.080000e+00	5.472925e-06	1.987141e-07	1.377086e+01	2.132246e+02	2.931177e+08	1.867142e-14	2.566742e-08	6.766497e-02	3.000000e-01
1.090000e+00	6.054955e-06	2.275243e-07	1.330617e+01	1.971708e+02	3.201230e+08	1.891446e-14	3.070919e-08	7.766497e-02	3.000000e-01
1.100000e+00	6.657810e-06	2.592982e-07	1.283813e+01	1.813499e+02	3.476635e+08	1.915015e-14	3.671252e-08	8.766497e-02	3.000000e-01
1.110000e+00	7.277679e-06	2.941306e-07	1.237151e+01	1.659319e+02	3.755520e+08	1.937862e-14	4.385944e-08	9.766496e-02	3.000000e-01
1.120000e+00	7.910819e-06	3.320970e-07	1.191040e+01	1.510583e+02	4.036119e+08	1.960006e-14	5.236932e-08	1.076650e-01	3.000000e-01
1.130000e+00	8.553650e-06	3.732548e-07	1.145819e+01	1.368418e+02	4.316812e+08	1.981474e-14	6.250758e-08	1.176650e-01	3.000000e-01
1.140000e+00	9.202817e-06	4.176440e-07	1.101754e+01	1.233678e+02	4.596132e+08	2.002296e-14	7.459662e-08	1.276650e-01	3.000000e-01
1.150000e+00	9.855228e-06	4.652882e-07	1.059045e+01	1.106965e+02	4.872772e+08	2.022510e-14	8.902930e-08	1.376650e-01	3.000000e-01
1.160000e+00	1.050805e-05	5.161967e-07	1.017834e+01	9.886629e+01	5.145568e+08	2.042156e-14	1.062855e-07	1.476649e-01	3.000000e-01
1.170000e+00	1.115871e-05	5.703649e-07	9.782082e+00	8.789692e+01	5.413483e+08	2.061282e-14	1.269523e-07	1.576649e-01	3.000000e-01
1.180000e+00	1.180484e-05	6.277761e-07	9.402111e+00	7.779239e+01	5.675580e+08	2.079935e-14	1.517480e-07	1.676649e-01	3.000000e-01
1.190000e+00	1.244423e-05	6.884019e-07	9.038493e+00	6.854402e+01	5.930993e+08	2.098170e-14	1.815510e-07	1.776649e-01	3.000000e-01
1.200000e+00	1.307479e-05	7.522034e-07	8.690994e+00	6.013282e+01	6.178895e+08	2.116040e-14	2.174318e-07	1.876649e-01	3.000000e-01
1.210000e+00	1.369446e-05	8.191313e-07	8.359138e+00	5.253164e+01	6.418469e+08	2.133603e-14	2.606898e-07	1.976649e-01	3.000000e-01
1.220000e+00	1.430119e-05	8.891261e-07	8.042272e+00	4.570677e+01	6.648882e+08	2.150916e-14	3.128899e-07	2.076649e-01	3.000000e-01
1.230000e+00	1.489282e-05	9.621176e-07	7.739605e+00	3.961930e+01	6.869262e+08	2.168038e-14	3.758981e-07	2.176649e-01	3.000000e-01
1.240000e+00	1.546711e-05	1.038025e-06	7.450260e+00	3.422620e+01	7.078687e+08	2.185025e-14	4.519085e-07	2.276649e-01	3.000000e-01
1.250000e+00	1.602167e-05	1.116755e-06	7.173311e+00	2.948117e+01	7.276177e+08	2.201935e-14	5.434543e-07	2.376649e-01	3.000000e-01
1.260000e+00	1.655396e-05	1.198204e-06	6.907823e+00	2.533545e+01	7.460708e+08	2.218819e-14	6.533914e-07	2.476649e-01	3.000000e-01
1.270000e+00	1.706138e-05	1.282253e-06	6.652890e+00	2.173856e+01	7.631241e+08	2.235728e-14	7.848437e-07	2.576649e-01	3.000000e-01
1.280000e+00	1.754127e-05	1.368771e-06	6.407671e+00	1.863913e+01	7.786763e+08	2.252704e-14	9.410994e-07	2.676649e-01	3.000000e-01
1.290000e+00	1.799114e-05	1.457615e-06	6.171430e+00	1.598568e+01	7.926358e+08	2.269786e-14	1.125453e-06	2.776649e-01	3.000000e-01
1.300000e+00	1.840873e-05	1.548628e-06	5.943561e+00	1.372758e+01	8.049276e+08	2.287005e-14	1.341003e-06	2.876649e-01	3.000000e-01
1.310000e+00	1.879228e-05	1.641645e-06	5.723613e+00	1.181595e+01	8.155020e+08	2.304382e-14	1.590417e-06	2.976649e-01	3.000000e-01
1.320000e+00	1.914062e-05	1.736492e-06	5.511291e+00	1.020450e+01	8.243410e+08	2.321930e-14	1.875704e-06	3.076649e-01	3.000000e-01
1.330000e+00	1.945334e-05	1.832991e-06	5.306447e+00	8.850331e+00	8.314628e+08	2.339652e-14	2.198035e-06	3.176648e-01	3.000000e-01
1.340000e+00	1.973082e-05	1.930965e-06	5.109056e+00	7.714463e+00	8.369234e+08	2.357542e-14	2.557640e-06	3.276648e-01	3.000000e-01
1.350000e+00	1.997420e-05	2.030241e-06	4.919170e+00	6.762198e+00	8.408129e+08	2.375582e-14	2.953803e-06	3.376648e-01	3.000000e-01
1.360000e+00	2.018529e-05	2.130653e-06	4.736878e+00	5.963227e+00	8.432504e+08	2.393748e-14	3.384960e-06	3.476648e-01	3.000000e-01
1.370000e+00	2.036636e-05	2.232043e-06	4.562268e+00	5.291521e+00	8.443753e+08	2.412003e-14	3.848867e-06	3.576648e-01	3.000000e-01
1.380000e+00	2.052002e-05	2.334270e-06	4.395384e+00	4.725056e+00	8.443383e+08	2.430308e-14	4.342810e-06	3.676648e-01	3.000000e-01
1.390000e+00	2.064901e-05	2.437201e-06	4.236214e+00	4.245432e+00	8.432935e+08	2.448615e-14	4.863819e-06	3.776648e-01	3.000000e-01
1.400000e+00	2.075606e-05	2.540722e-06	4.084677e+00	3.837422e+00	8.413910e+08	2.466874e-14	5.408854e-06	3.876648e-01	3.000000e-01
1.410000e+00	2.084376e-05	2.644729e-06	3.940623e+00	3.488521e+00	8.387719e+08	2.485033e-14	5.974955e-06	3.976648e-01	3.000000e-01
1.420000e+00	2.091450e-05	2.749130e-06	3.803840e+00	3.188507e+00	8.355651e+08	2.503037e-14	6.559339e-06	4.076648e-01	3.000000e-01
1.430000e+00	2.097046e-05	2.853848e-06	3.674068e+00	2.929053e+00	8.318855e+08	2.520835e-14	7.159468e-06	4.176648e-01	3.000000e-01
1.440000e+00	2.101355e-05	2.958812e-06	3.551011e+00	2.703378e+00	8.278336e+08	2.538378e-14	7.773071e-06	4.276648e-01	3.000000e-01
1.450000e+00	2.104544e-05	3.063963e-06	3.434348e+00	2.505961e+00	8.234958e+08	2.555621e-14	8.398148e-06	4.376647e-01	3.000000e-01
1.460000e+00	2.106756e-05	3.169249e-06	3.323746e+00	2.332298e+00	8.189454e+08	2.572523e-14	9.032961e-06	4.476647e-01	3.000000e-01
1.470000e+00	2.108116e-05	3.274623e-06	3.218868e+00	2.178704e+00	8.142437e+08	2.589048e-14	9.676006e-06	4.576647e-01	3.000000e-01
1.480000e+00	2.108729e-05	3.380047e-06	3.119378e+00	2.042156e+00	8.094414e+08	2.605166e-14	1.032599e-05	4.676647e-01	3.000000e-01
1.490000e+00	2.108685e-05	3.485484e-06	3.024954e+00	1.920160e+00	8.045800e+08	2.620852e-14	1.098182e-05	4.776647e-01	3.000000e-01
1.500000e+00	2.108062e-05	3.590904e-06	2.935280e+00	1.810655e+00	7.996931e+08	2.636089e-14	1.164254e-05	4.876647e-01	3.000000e-01
1.510000e+00	2.106924e-05	3.696280e-06	2.850060e+00	1.711924e+00	7.948074e+08	2.650861e-14	1.230734e-05	4.976647e-01	3.000000e-01
1.520000e+00	2.105327e-05	3.801587e-06	2.769010e+00	1.622536e+00	7.899438e+08	2.665160e-14	1.297553e-05	5.076647e-01	3.000000e-01
1.530000e+00	2.103319e-05	3.906804e-06	2.691866e+00	1.541286e+00	7.851185e+08	2.678982e-14	1.364652e-05	5.176647e-01	3.000000e-01
1.540000e+00	2.100940e-05	4.011911e-06	2.618378e+00	1.467159e+00	7.803437e+08	2.692327e-14	1.431979e-05	5.276647e-01	3.000000e-01
1.550000e+00	2.098227e-05	4.116891e-06	2.548315e+00	1.399295e+00	7.756284e+08	2.705196e-14	1.499489e-05	5.376647e-01	3.000000e-01
1.560000e+00	2.095210e-05	4.221727e-06	2.481460e+00	1.336960e+00	7.709789e+08	2.717596e-14	1.567144e-05	5.476647e-01	3.000000e-01
1.570000e+00	2.091914e-05	4.326406e-06	2.417612e+00	1.279528e+00	7.663993e+08	2.729536e-14	1.634911e-05	5.576647e-01	3.000000e-01
1.580000e+00	2.088364e-05	4.430913e-06	2.356584e+00	1.226459e+00	7.618919e+08	2.741024e-14	1.702759e-05	5.676646e-01	3.000000e-01
1.590000e+00	2.084579e-05	4.535236e-06	2.298203e+00	1.177287e+00	7.574577e+08	2.752073e-14	1.770664e-05	5.776646e-01	3.000000e-01
1.600000e+00	2.080577e-05	4.639365e-06	2.242308e+00	1.131609e+00	7.530966e+08	2.762696e-14	1.838601e-05	5.876646e-01	3.000000e-01
1.610000e+00	2.076374e-05	4.743289e-06	2.188750e+00	1.089073e+00	7.488078e+08	2.772907e-14	1.906551e-05	5.976646e-01	3.000000e-01
1.620000e+00	2.071984e-05	4.846997e-06	2.137389e+00	1.049374e+00	7.445896e+08	2.782719e-14	1.974495e-05	6.076646e-01	3.000000e-01
